ID,AttackingWorkRate,DefensiveWorkRate
245150,High,Low
248477,Medium,Medium
241053,Medium,Medium
227997,Medium,Medium
259176,High,Medium
263016,Medium,Medium
222621,Medium,Medium
264349,High,Medium
260252,Medium,Medium
231580,Medium,Low
252059,Medium,High
238491,Medium,Medium
263323,Medium,Medium
211095,Medium,Medium
243866,Medium,Medium
195481,Medium,Medium
241048,High,Medium
229783,Medium,Medium
247447,High,Medium
264088,Medium,Medium
225432,Medium,Medium
237208,Medium,Medium
241817,Medium,Medium
263311,Medium,Medium
258456,Medium,Medium
207513,High,Low
220057,Medium,High
241891,Low,Medium
236771,Medium,Medium
225251,Medium,Medium
248547,High,Low
252386,Medium,Medium
222179,High,Medium
263908,Medium,Medium
248803,Medium,Medium
251107,Medium,Medium
259299,Medium,Medium
258529,Medium,Medium
264420,Medium,Medium
243428,Medium,Medium
242149,Medium,Medium
264418,Medium,Medium
263647,Medium,Medium
252897,High,High
245729,Medium,High
222177,Medium,Medium
263393,Medium,High
260320,Medium,High
243168,High,High
240608,High,Medium
233440,Medium,Medium
240863,Medium,Medium
264416,Medium,Medium
257247,Medium,Medium
233446,High,Medium
253919,Medium,Low
228061,High,Medium
242917,Medium,Medium
261616,Medium,Medium
246246,Medium,Medium
252006,Low,High
247908,Medium,Medium
259172,Medium,High
261220,Medium,High
221285,High,Medium
236901,Medium,Medium
243045,Medium,High
210790,High,Medium
221798,Medium,Medium
243302,Medium,Medium
256358,Medium,High
257254,Medium,Medium
257638,Medium,Medium
260454,Medium,Medium
210791,Medium,Medium
243047,Medium,Medium
252007,Medium,High
191336,Medium,Medium
244073,Medium,Medium
260969,Medium,Medium
263018,Medium,Medium
239460,Medium,Medium
171620,High,Medium
264548,Medium,Medium
251235,Medium,High
260959,Medium,Medium
258911,Medium,Medium
204383,High,High
264031,High,Medium
259424,High,Low
262241,High,Medium
158305,Medium,High
254817,Medium,High
260449,Medium,Medium
228194,High,Medium
244066,Medium,Medium
244322,Medium,Medium
255074,Medium,Medium
256610,High,Medium
260450,High,Medium
260706,Medium,Medium
228195,High,High
239203,Medium,Medium
244835,Medium,Medium
263275,Medium,Medium
258667,Medium,Low
263021,Medium,High
183533,Medium,Medium
247277,Medium,Medium
238061,High,Medium
264173,Medium,Medium
256236,High,Medium
254700,High,Medium
251372,High,Medium
264172,Medium,Medium
257259,Medium,Medium
260586,Low,High
245994,Medium,Medium
262634,Medium,Medium
251369,Medium,Medium
245481,Medium,Medium
228073,Medium,Medium
261096,Medium,Medium
257511,Medium,Medium
238567,High,Medium
224231,High,Low
223719,Medium,Low
247533,Medium,Medium
255981,Medium,Medium
255853,Medium,Medium
264351,Medium,Medium
241263,Medium,Medium
260975,Medium,High
262768,Low,Medium
215408,Medium,Medium
244592,Medium,Medium
264561,High,Medium
254321,Medium,Medium
244082,Medium,Low
248178,Medium,Low
255898,Medium,Medium
262811,Medium,Medium
258715,High,Low
258972,Low,Medium
256669,High,Medium
261277,Medium,High
264094,Medium,Medium
222190,Medium,High
263150,Low,Medium
262382,Medium,Medium
260254,Medium,Medium
260778,Medium,Medium
205727,Medium,Medium
231421,Medium,Medium
257244,Medium,Medium
261470,Medium,Low
257630,Medium,Medium
255998,Low,High
238846,Medium,Medium
263678,High,Medium
263166,Medium,Medium
251645,High,Medium
245501,Medium,Medium
264189,High,Medium
257017,Medium,Low
263421,Medium,Medium
261884,Medium,Medium
259324,Medium,Medium
255484,Low,High
263932,High,Medium
261883,Medium,Low
258042,Medium,Medium
239354,Medium,Medium
231674,Medium,High
264157,Medium,Medium
263008,High,Medium
234099,Medium,Medium
259327,Medium,Low
209169,Medium,Medium
211217,High,Medium
245521,Medium,Medium
253969,Medium,Medium
263442,Medium,Medium
236818,Medium,Medium
237842,High,Medium
254482,High,Medium
257042,Medium,Medium
263955,Medium,Medium
264467,High,Medium
251411,Medium,Medium
255507,High,Medium
257811,Medium,Medium
245780,Medium,Medium
257790,Medium,Medium
263935,Medium,Medium
247295,Medium,Medium
254207,Medium,Medium
258041,Medium,Low
255737,Medium,Medium
257807,Medium,High
261614,High,Medium
262641,High,Low
263168,High,Medium
255488,Medium,High
262401,Medium,Medium
264705,Low,Medium
229377,Medium,Low
237825,Medium,Low
223982,Medium,Medium
257518,Medium,Low
263151,High,Medium
255481,Medium,High
264175,High,Medium
221423,Medium,Medium
238575,Medium,Medium
251631,Medium,Medium
252911,Medium,Medium
261359,High,Medium
263920,Medium,Medium
264688,High,Medium
252912,Medium,Medium
247025,Medium,Medium
258801,Medium,Low
264178,Medium,Medium
239858,Medium,Medium
231929,High,Medium
263673,Medium,Medium
262905,Medium,Medium
253688,Medium,Medium
243960,Medium,Medium
264696,Medium,Medium
263928,Medium,Medium
262904,High,Medium
257014,Medium,Medium
252918,High,Medium
264694,Medium,High
246773,Medium,Low
260084,Medium,Medium
259828,Medium,Medium
256500,Medium,Medium
260083,Medium,High
231923,Medium,Medium
264179,Medium,Medium
248306,High,Medium
254480,Medium,Medium
255247,Medium,Medium
243615,Medium,Medium
256173,Medium,Medium
258984,Medium,Medium
251049,High,Low
255401,Medium,Medium
251306,Medium,Medium
256426,High,Medium
259754,Medium,Medium
258288,Medium,Medium
261034,Medium,Medium
253612,Medium,Medium
256685,High,Medium
233394,Medium,Medium
223918,Medium,High
225198,Low,Medium
228526,Medium,Medium
241582,High,Medium
208559,Medium,Medium
255407,Medium,Medium
261552,High,Medium
252849,Medium,Medium
261553,High,Medium
244904,Medium,High
253351,Medium,Medium
246695,Low,Medium
242854,High,Medium
255391,Medium,High
222624,Medium,Medium
244128,High,Medium
257184,Medium,Medium
260512,Medium,Medium
263585,Medium,Medium
258977,Medium,Medium
263330,Medium,Medium
251554,Medium,Medium
254882,Medium,Medium
262307,Medium,Medium
221603,Medium,Low
224675,Medium,Medium
253859,Low,Medium
261539,Medium,Medium
246180,Medium,Medium
253860,Medium,Medium
213157,Medium,Medium
259493,Medium,Low
263602,Medium,Medium
263603,Medium,Medium
259854,Medium,Medium
256267,Medium,Medium
256264,High,Medium
260872,Medium,Medium
219657,Medium,Medium
245001,Medium,Medium
245769,Medium,Medium
260617,Low,High
240650,High,Medium
259594,Medium,Medium
243211,Medium,Medium
257035,Medium,Medium
257715,Medium,Medium
257803,High,Low
243980,Medium,Medium
247308,High,Medium
247820,Medium,Medium
257036,Medium,High
257548,Medium,Medium
207886,Medium,Medium
256782,High,Medium
259598,Medium,Medium
187144,Medium,Medium
243720,Medium,Medium
241160,Medium,Medium
222216,High,Low
239540,Low,High
224693,Medium,Medium
248577,Medium,Medium
253441,Medium,Low
216578,High,Medium
251906,High,Low
257538,Medium,High
260098,Medium,Medium
226563,High,Medium
228611,Medium,Medium
231171,Low,Medium
236292,Medium,Medium
246789,Medium,Medium
214278,Medium,Medium
255494,Medium,Medium
258566,High,Medium
260614,Medium,Medium
245255,High,Low
259335,Medium,Medium
240736,High,Low
251506,Medium,High
260059,Medium,Medium
251837,Medium,Medium
226496,Medium,Low
213696,Medium,Low
258239,Medium,Medium
247999,High,Medium
243135,Medium,Medium
166847,Medium,Medium
223167,Medium,Medium
262591,Medium,Medium
258750,Medium,Medium
264638,Medium,Medium
261821,Medium,High
252861,Medium,High
236733,Medium,Medium
263361,Medium,Medium
263869,Medium,Medium
257212,High,Medium
255932,Medium,Medium
250812,High,Medium
248508,Medium,High
255674,Medium,Medium
254906,Medium,Medium
243898,Medium,Medium
246713,High,Low
245689,Low,Medium
264121,Medium,Medium
263862,Medium,Medium
261568,Medium,Medium
231617,Medium,Medium
245057,Medium,Medium
236485,Medium,Medium
263112,Low,High
260551,Medium,Medium
259783,Medium,Medium
259271,High,Low
258503,Medium,Medium
250823,Medium,High
205255,High,Low
263623,Medium,High
263367,High,Medium
259270,High,High
257478,High,Medium
255430,Medium,Medium
259268,Medium,Medium
233665,High,Medium
234692,High,Medium
260547,High,Medium
258243,Medium,Medium
254915,High,Medium
246467,Medium,Medium
240835,Medium,Medium
261826,Medium,Medium
245698,Medium,High
242114,Medium,Medium
240322,Medium,Medium
264130,Medium,Medium
257985,Medium,Medium
214747,Medium,Medium
243789,High,Medium
260296,Low,High
241239,High,Medium
264532,Medium,Medium
237140,Medium,High
245332,Medium,Medium
247636,Medium,Low
263509,Medium,Medium
247125,Medium,Medium
253013,Medium,Medium
263254,Medium,Medium
229718,Medium,Medium
231510,Medium,High
235606,Medium,Medium
250966,High,Medium
254807,High,Medium
251219,Medium,Medium
248408,Medium,Medium
256088,Medium,Medium
262745,Medium,Medium
247897,Medium,High
258905,Medium,Medium
236634,Medium,High
255834,Medium,Medium
261466,Medium,Medium
263771,Medium,Medium
264027,Medium,Medium
264283,Low,Medium
258907,Medium,Medium
263252,High,High
162899,Low,Medium
260941,Medium,Medium
258383,Medium,Medium
260277,Medium,Medium
256693,Medium,Medium
241979,High,High
240955,Medium,Medium
240187,Medium,Medium
263502,High,Medium
235086,Medium,Medium
236622,Medium,Medium
243278,Medium,Medium
247630,Medium,Medium
194894,Medium,Medium
240463,High,Medium
262480,High,Medium
226387,High,Medium
240208,Medium,Medium
250960,High,Medium
263761,High,Medium
225873,High,High
248401,High,Medium
258641,Medium,Medium
258897,Medium,Medium
236370,Medium,Medium
252498,Medium,Medium
261202,Medium,Low
261970,Medium,Medium
262227,Medium,Medium
232904,Medium,Medium
251272,Medium,Medium
226140,Medium,Medium
262975,High,High
263501,Medium,Medium
223821,Medium,Medium
244289,Medium,Medium
165441,Medium,High
220481,Medium,Medium
149825,Medium,Low
264257,Medium,Medium
264001,Medium,Medium
261184,High,Low
261695,Medium,Medium
261183,Medium,Medium
247871,Medium,High
261694,High,Medium
258892,Medium,Medium
258878,Medium,Medium
251454,High,Medium
231486,High,Medium
263486,Medium,Medium
261181,Medium,Medium
255293,Medium,Medium
237885,Low,Medium
262973,Medium,High
252476,Medium,Medium
239676,High,Medium
261435,Medium,Medium
260667,Medium,Medium
259916,Medium,Medium
255564,High,Medium
246843,Medium,Medium
236359,Medium,Medium
255042,High,Medium
255810,Medium,Medium
264515,Medium,Medium
260419,Medium,Medium
261187,Medium,Medium
230980,Medium,Medium
262981,Medium,Medium
252229,High,Medium
262214,Medium,Medium
264262,Medium,Medium
204870,Low,Medium
262215,Medium,Medium
202824,Medium,Medium
246860,Medium,Medium
233288,Medium,Medium
254280,Medium,Medium
247369,Medium,Medium
259145,Low,Medium
263499,High,Medium
264523,Medium,Medium
239947,Medium,Medium
242507,Medium,Medium
260939,Medium,Low
262732,Medium,Medium
263756,Medium,Medium
224844,Medium,Medium
255803,Medium,Medium
235162,Medium,Medium
259976,Medium,Medium
261772,Medium,Medium
229008,Medium,Medium
264592,High,Medium
241039,High,Medium
229263,Medium,Medium
225935,High,Low
242062,Medium,Medium
234638,Medium,Medium
264590,High,Low
263310,Medium,Medium
253837,Medium,Medium
252557,Medium,Medium
235661,Medium,Medium
260492,Medium,Medium
255633,Medium,Medium
250764,High,Medium
209548,Medium,Medium
253579,Medium,Low
251275,Medium,Medium
241035,Medium,Medium
259466,Medium,Medium
246154,High,Medium
226186,Medium,Medium
214666,Medium,Medium
262538,Medium,Medium
259721,Medium,Medium
237705,Medium,Medium
253585,Low,Low
260241,Low,Medium
229274,Medium,Medium
256148,Medium,High
228250,Medium,Medium
253337,Low,High
257176,Medium,Medium
255896,Medium,Medium
255384,Medium,Medium
254872,Medium,Medium
254615,Medium,Medium
187031,Medium,Medium
261014,Medium,Medium
241558,High,Medium
263318,Medium,Medium
263061,High,Medium
184980,High,High
261777,Medium,Medium
264596,Medium,Medium
253843,Medium,Medium
247955,High,Low
245907,Medium,Medium
241299,Medium,Medium
261010,Medium,Medium
258450,High,High
257426,Medium,Medium
244370,Medium,Medium
236946,High,Medium
228498,Medium,Medium
263826,High,Medium
208988,Medium,Medium
247105,Medium,Medium
262493,High,Medium
252440,High,Medium
259099,Medium,Medium
247067,Medium,Medium
246299,Medium,High
225051,Medium,High
212763,Medium,Medium
260890,Low,Medium
260378,Medium,Medium
258330,Medium,Medium
257306,Medium,High
229914,High,Medium
243737,Medium,Medium
262937,Medium,High
246552,Medium,Medium
226844,Medium,Medium
247063,Medium,Low
242454,Medium,Low
221974,Medium,Medium
193557,Low,Low
251157,Medium,Medium
243221,Medium,Medium
239893,High,Medium
238357,Medium,Medium
229397,Medium,Medium
262677,Medium,Medium
246292,Medium,Medium
230749,Medium,Medium
263708,Medium,Medium
245020,High,Medium
255092,High,Medium
246305,Medium,Medium
260133,Medium,Medium
251685,High,Medium
258084,Medium,Medium
256036,Medium,Medium
209188,Medium,Low
261155,Medium,Medium
252194,Medium,Medium
251170,High,Low
239906,Medium,Medium
233506,High,Medium
261409,Medium,Medium
251169,High,Medium
258080,Medium,Medium
255772,High,Medium
254496,Medium,Medium
253216,Medium,Medium
252960,High,Medium
240672,Medium,Medium
259359,Medium,Medium
259103,Medium,Medium
252959,Medium,Medium
260382,Medium,Medium
256542,Medium,Medium
246558,Medium,High
228382,High,Medium
210206,Medium,Medium
248435,Medium,Low
259444,Medium,Medium
260134,Medium,Medium
262534,Medium,Medium
258176,Medium,Medium
202881,High,High
246401,Medium,Medium
261761,Medium,Medium
228226,High,Medium
260482,Medium,Medium
207491,Medium,Medium
259971,High,Medium
262788,High,Medium
259204,Medium,Medium
247173,Medium,Medium
258181,Medium,Medium
208774,Medium,High
261503,Medium,Medium
261510,High,Low
261766,Medium,Medium
240775,Medium,Medium
242823,Medium,Medium
246663,Medium,Medium
257927,High,Medium
258439,Medium,Medium
263048,Medium,Medium
235656,High,Medium
246920,Medium,Medium
262440,High,High
235304,Medium,Medium
257152,Medium,Low
256383,Medium,Medium
260212,High,Low
260473,High,Medium
232565,Medium,Medium
238197,Medium,High
258933,Medium,Medium
225654,Medium,High
232566,Medium,Medium
250998,Medium,Low
220023,Low,Medium
244087,Medium,Medium
262776,Medium,Medium
209784,Medium,High
263289,Medium,Medium
263801,High,Medium
263547,Medium,Medium
263807,High,Medium
264571,Medium,High
229243,Medium,Medium
244091,Medium,Medium
247931,Medium,Medium
238716,Medium,Medium
253820,Medium,Medium
254844,Medium,Medium
254845,High,Medium
224638,Medium,Medium
230014,High,Medium
247166,High,Medium
259198,High,Medium
261157,High,Low
245270,Medium,Medium
264487,Medium,Medium
242225,Low,Medium
259889,Medium,Medium
263474,Medium,Medium
258098,Medium,High
260402,Medium,Medium
261170,Medium,Medium
261682,Medium,Medium
251187,High,Medium
260403,Medium,Medium
252468,High,Medium
258612,Medium,Medium
264245,Medium,Medium
233782,Low,High
243766,High,Medium
263223,High,Medium
202295,Medium,Low
247863,Medium,Medium
257847,Medium,Medium
234040,Medium,High
239672,Medium,Medium
258104,Medium,Medium
220985,Medium,Medium
236601,High,Medium
243513,Medium,Medium
225338,Medium,Medium
255290,Medium,Medium
263483,Medium,Medium
235579,Medium,Medium
253233,High,Medium
236849,Medium,Low
255837,Medium,Medium
251184,Medium,High
260825,Medium,Medium
233946,Medium,Medium
236762,Medium,Medium
184282,Medium,Medium
191528,Medium,Medium
258089,Medium,Medium
218585,High,Medium
261417,Medium,Medium
230698,Medium,Medium
202795,High,Medium
252459,Medium,Low
261675,Medium,Medium
244012,Medium,Medium
258348,Medium,Medium
258087,Medium,Medium
259116,Medium,Medium
264237,Medium,Medium
242221,Medium,Medium
262958,Medium,Medium
235054,Medium,Medium
255534,Medium,Medium
261422,Medium,Medium
216111,High,Medium
256047,High,High
262704,Medium,Medium
215088,Medium,Medium
226352,Medium,Medium
260445,Medium,Medium
241977,Medium,Medium
246877,Medium,Medium
231634,Medium,High
259025,Medium,High
257489,High,Low
251345,Medium,Medium
262865,Medium,Medium
262609,Medium,Medium
261584,Medium,Medium
229328,Medium,Medium
213712,High,Medium
258511,Medium,Medium
