ID,Positions,BestPosition,ClubPosition,NationalPosition
255793,LW RW,LM,SUB,
254513,GK,GK,GK,SUB
261167,CB,CDM,RES,
260143,CB,CB,RES,
252975,CM,CM,SUB,
247343,ST LW RW,ST,SUB,
237937,CM RB LB,CAM,RB,
261352,RM CM,RM,RES,
231932,LM,LM,LM,
204348,CM,CM,CM,
243004,CB LB,CB,CB,
260351,ST,ST,SUB,
258303,RM,RM,RM,
232959,LM RM CM,LM,RES,
205311,ST,ST,SUB,
262399,ST,ST,RES,
256510,LWB LB,LB,LWB,
251646,LM LW CM,CAM,SUB,
213502,CB,CB,CB,
262910,LM RM CAM,LM,SUB,
259325,CAM CM,LM,RES,
230653,GK,GK,GK,
214525,GK,GK,SUB,
259579,ST,ST,ST,
258355,CM,CAM,SUB,
253179,CAM LM,CAM,SUB,
263418,ST,ST,RES,
255225,CB,CB,RES,
203512,LB,LB,SUB,
260087,CB RB,CB,SUB,
251895,CB,CB,SUB,
262903,RB CB,CB,SUB,
247286,LW RW,RM,SUB,
207606,GK,GK,SUB,
263158,CAM CF,CAM,LF,
257013,CAM ST,CAM,SUB,
241397,LB LWB CM,LM,SUB,
240373,RM ST,RW,LM,
252916,ST,ST,RES,
261691,CM,CAM,RES,
260923,CAM CM CDM,CAM,CM,
259899,GK,GK,RES,
191803,GK,GK,SUB,
263732,RM LM,RM,SUB,
234804,CB,CB,SUB,
238132,LM,RM,SUB,
204853,ST,ST,ST,
247349,CDM CM,CDM,RES,
262710,CAM,RM,SUB,
264502,CB,CB,SUB,
228918,LB,LB,SUB,
247350,CB CDM,CB,RES,
254262,CB CDM,CB,RES,
258102,CM,CAM,SUB,
260918,GK,GK,GK,
234295,CDM CM,CAM,SUB,
243767,CM CAM,CAM,SUB,
258103,RM CM,CAM,RES,
260919,LM RM,RM,SUB,
263480,CB,CB,RES,
251192,ST,ST,SUB,
254776,RB CB,RB,CB,
257080,ST,ST,ST,
264249,ST LM RM,ST,SUB,
208953,CDM CM,CDM,SUB,
234297,CM,CDM,SUB,
240186,CB,CB,SUB,
176442,LB,LB,LB,
242746,CB,CB,RES,
256058,LB LM,LB,RES,
261690,RB,RB,RES,
243515,RW LW,RM,RES,
262633,CB,CB,SUB,
253921,ST,ST,SUB,
255720,RB RM RW,RB,RES,
248296,RB,RB,RB,
263435,RW,RM,RES,
239371,GK,GK,SUB,
243468,CDM,CB,SUB,
254989,CB,CB,SUB,
259085,GK,GK,SUB,
261133,CAM,CAM,RES,
262926,LB CDM,LWB,SUB,
251918,CB,CB,CB,
254222,LM CAM RM,LM,SUB,
237839,CB,CB,CB,
251919,RB,RB,SUB,
224016,CDM CM,CDM,SUB,
226832,ST,ST,RES,
254992,LM,CAM,RES,
262673,ST CF,ST,LF,
202769,ST,ST,SUB,
229393,GK,GK,SUB,
231697,RB CB,RB,SUB,
201491,LWB LB LM,LWB,LWB,
233492,CB,CB,SUB,
241428,ST,ST,SUB,
244501,RB CB,RB,RB,
263190,CAM LM CM,CAM,CM,
200714,ST LW,ST,ST,
263178,CB LB,CB,CB,
248073,GK,GK,RES,
254469,CDM CM,CDM,SUB,
262659,GK,GK,RES,
243971,RB CB,RB,RES,
264452,CAM CM,CAM,SUB,
202244,GK,GK,SUB,
250884,ST,ST,SUB,
256004,GK,GK,RES,
257796,GK,GK,SUB,
261380,CM,CM,RES,
252165,CM CDM CAM,CAM,RES,
252421,RB RM,RB,RWB,
258821,LM RM CM,ST,LM,
169481,CB,CB,CB,
246278,CM,CM,RES,
258822,RB RWB,RB,SUB,
220167,GK,GK,SUB,
239623,CM,CDM,SUB,
257031,RWB LW RW,RM,SUB,
262664,CB RB,CB,SUB,
243464,RM LM CAM,CM,SUB,
263177,CM CDM CB,CDM,RES,
215561,RB RWB,RB,SUB,
230409,CB,CB,SUB,
221206,RB RWB,RB,SUB,
239126,RB,RWB,RB,
251926,CDM CM,CDM,SUB,
263398,CDM,CDM,RES,
232675,CB,CB,SUB,
237027,RW ST,ST,RES,
258787,CM,CM,SUB,
222180,RB LB CB,RB,SUB,
257764,ST CF,ST,SUB,
210149,ST LW,ST,SUB,
232677,CM CDM,CM,RES,
257253,CB,CB,RES,
258533,LM,RM,RES,
261349,RW,RM,RES,
241382,LW LM ST,ST,RES,
232418,GK,GK,SUB,
262940,CB,CB,SUB,
255206,ST,ST,RES,
256742,GK,GK,GK,
202727,ST,ST,SUB,
209895,GK,GK,GK,
250855,RM,CAM,RM,
257255,CB,CB,SUB,
200936,LWB LB,LWB,LWB,
228072,RB RM,RB,RES,
232680,CAM RM LM,RM,RES,
259810,RM CAM,CAM,SUB,
260577,CAM LM CF,CAM,RES,
255255,CDM CM,CDM,RES,
257245,ST,CAM,SUB,
258071,CB,CB,RES,
262168,RM CF,RM,RES,
263448,CAM CM CF,CAM,RES,
238104,ST,ST,SUB,
259096,CDM CM,CDM,RES,
261595,LB,LB,SUB,
263132,LM RM,LM,SUB,
240604,RWB RB LB,RWB,RWB,
242652,RM CAM,RM,SUB,
254172,CB,CB,CB,
260061,ST,ST,SUB,
262899,CB,CB,SUB,
233950,LM ST LW,RM,LW,
257758,RM LM,RM,RWB,
263135,CM CAM,CM,SUB,
244191,GK,GK,GK,
260575,LM LB,LWB,LM,
264160,CM CB,CM,RES,
246240,GK,GK,GK,
246752,LM ST,RM,RES,
251872,LB,LB,SUB,
233953,CM CAM,RM,SUB,
252148,CM,CAM,SUB,
257753,CDM CM,CB,RES,
257010,GK,GK,SUB,
262488,ST LM,ST,ST,
229731,ST,ST,ST,
247395,CB,CB,RES,
242276,ST,ST,SUB,
250724,LW RW,RM,RW,
252260,RM,RM,SUB,
261476,LB,LB,SUB,
263270,CAM,CAM,CM,
209254,RM RWB RW,RM,RW,
222822,CM,RM,RES,
207463,ST,ST,SUB,
253799,CB RB,CB,CB,
219392,CM CDM,CM,SUB,
190720,ST,ST,SUB,
238081,RM LM,CAM,LM,
263170,CB,CB,RES,
238338,CAM CM,CAM,SUB,
247042,CB,CB,SUB,
253996,ST LW,CAM,RES,
185388,CM CDM,CM,CDM,
242732,CDM CB CM,CM,RES,
241452,RM LM,RM,LM,
236588,CDM CM,CB,SUB,
215084,CAM CM CDM,CAM,SUB,
207459,CM ST,ST,CM,
264035,RW,CAM,RES,
248674,ST,ST,SUB,
261211,ST,ST,SUB,
240472,LWB LB,CB,LWB,
257112,LM,LW,SUB,
237657,CB CDM,CB,SUB,
240473,LB,LB,LB,
255577,LM RM,RM,RES,
258393,LM RM,CAM,SUB,
264026,RB CDM,CDM,RES,
224602,LWB LB,LWB,SUB,
260442,RB CM,RB,CM,
259419,CAM,CAM,RES,
247388,ST,ST,RES,
264546,LB RB,LB,RES,
221277,LB,LB,SUB,
233054,CB,CB,RES,
243294,GK,GK,SUB,
262751,CB,CB,SUB,
252255,GK,GK,RES,
254303,CM CDM,CM,SUB,
213344,GK,GK,RES,
247905,CB,CB,SUB,
260705,LB,LB,RES,
264290,ST,ST,RES,
263724,CM CAM,CAM,SUB,
240939,LB,LB,SUB,
239915,ST,ST,RES,
264221,RW,LM,RES,
237089,RB RM,RB,SUB,
208929,CDM CM RM,CDM,RES,
241440,CM CDM,CAM,SUB,
238880,CB,CB,CB,
251167,CB,CB,RES,
193310,CB,CB,SUB,
244510,RM RB,RM,RM,
239646,ST RW,ST,RES,
244765,LW ST,CAM,SUB,
237341,CB,CB,SUB,
263965,LM CM,CAM,RES,
256801,CB,CB,RES,
194076,ST,ST,SUB,
247836,LWB LB,LWB,SUB,
245276,GK,GK,SUB,
203548,CAM CM,CAM,SUB,
264476,GK,GK,RES,
259864,CB LB,CB,CB,
263449,ST RW LW,ST,SUB,
251417,ST RM,ST,SUB,
262171,CM,CM,RES,
264219,RW ST,RW,RES,
241953,CM CDM,CM,RES,
264482,RW ST,RW,RW,
259114,ST LW,ST,SUB,
246821,RW,CAM,SUB,
244010,CM CDM,CAM,SUB,
260648,CB RB,RB,SUB,
256296,CB CDM,CB,CB,
251176,CAM ST,CAM,SUB,
212776,CB CDM,CB,CB,
237095,RB,RB,RB,
254246,LW,LW,RES,
263718,CM,CAM,RES,
262950,RB RM,RB,SUB,
259877,RM RW LW,RM,SUB,
238117,RB,RWB,SUB,
224546,RM RW,RM,SUB,
263973,ST,ST,RES,
259620,ST LW,ST,SUB,
257060,ST,ST,ST,
245796,ST,ST,SUB,
240420,RB CB,RB,SUB,
186147,GK,GK,SUB,
251427,RB RWB,RB,RES,
223011,GK,GK,SUB,
253474,CDM CB,CDM,SUB,
240674,CDM CM,CDM,SUB,
224088,CM CDM,CB,CM,
244567,GK,GK,RES,
254194,GK,GK,SUB,
202583,GK,GK,RES,
247001,LWB LM RM,LM,SUB,
246233,RM LM ST,ST,SUB,
240345,RWB,ST,SUB,
219865,CDM CM,CDM,CM,
251352,LM,LM,SUB,
240856,GK,GK,RES,
226264,ST RW,ST,SUB,
264664,LM,RM,RES,
233687,CB,CB,SUB,
261334,ST,ST,RW,
242134,CM,CM,SUB,
226006,RB,RB,SUB,
258261,RB RM,RB,SUB,
257237,GK,GK,SUB,
251349,ST,ST,RES,
210901,ST RM CAM,ST,SUB,
247508,ST RW,ST,RES,
245716,ST,ST,SUB,
264660,RW,ST,RES,
262356,LM LW,RM,LM,
257235,GK,GK,SUB,
251603,CF ST CAM,ST,RES,
244179,CAM ST,RM,ST,
254722,RW,RW,SUB,
224731,RM RB,RM,SUB,
233691,GK,GK,RES,
226800,ST,ST,SUB,
248050,LWB CAM,LWB,SUB,
241650,ST RM,CAM,SUB,
240882,RB,RWB,RES,
263154,GK,GK,RES,
195057,GK,GK,SUB,
255729,LB,LB,LB,
251889,LB LWB,LB,SUB,
237553,GK,GK,SUB,
236785,ST,ST,ST,
263921,LW RW,LW,SUB,
260335,RB CB,RB,RB,
261083,LB,LB,SUB,
258031,GK,GK,RES,
254959,CB,CB,RES,
254191,GK,GK,SUB,
248559,LB CB,CB,SUB,
235247,ST,ST,SUB,
230895,ST,ST,ST,
263663,ST,ST,SUB,
254702,CB,CB,RES,
255213,RB LB,RB,RES,
230893,GK,GK,SUB,
241875,LM LW LB,LM,LM,
150995,RB RWB,CB,RES,
264147,LM CAM,CAM,RES,
258644,CAM RM ST,CAM,SUB,
257480,GK,GK,GK,
255176,LB CB,LB,RB,
251848,ST LW,ST,ST,
205139,CB,CB,CB,
244563,CM,CDM,RES,
247123,RM RW,RM,SUB,
253779,CAM LM,CAM,SUB,
261971,CAM RW,CAM,SUB,
246100,CM,RM,RES,
255828,LM ST RM,ST,RES,
260436,CB CDM,CB,SUB,
236234,ST,ST,SUB,
221525,CB,CB,SUB,
240725,RB CB,CB,CB,
255829,LW CF RW,CAM,RES,
256853,ST,ST,RES,
209750,GK,GK,SUB,
233814,CB,CB,SUB,
245334,CM,CAM,RES,
247638,CDM,CDM,RES,
248662,RB RWB,RB,SUB,
264535,GK,GK,SUB,
259528,LB,LB,RES,
187338,ST,ST,ST,
262098,LB,LB,SUB,
244942,ST,ST,SUB,
244178,GK,GK,SUB,
260561,CB,CB,RES,
264657,CB,CB,SUB,
264401,CB CDM,CB,SUB,
259280,CDM CM,CB,RES,
251856,CM,CAM,SUB,
231120,CB LB,CB,SUB,
255183,CDM CM RB,CDM,SUB,
263631,ST,ST,RES,
259534,ST,ST,RES,
247245,RM LM,CAM,SUB,
253898,RM,RM,SUB,
245453,CDM CM,CDM,RES,
255436,CAM,CAM,RES,
264652,ST LW,ST,RES,
263628,CB,CB,RES,
261323,ST,ST,RES,
259531,CM,CDM,RES,
239051,CB,CB,SUB,
225739,CB,CB,SUB,
262347,CM,CAM,SUB,
255434,RW,RM,ST,
256002,CDM RM,CDM,SUB,
254694,CM,CAM,SUB,
263594,ST CAM LM,ST,SUB,
256172,GK,GK,RES,
239016,CDM CM CB,LM,SUB,
248488,RB,RB,SUB,
260264,ST,ST,SUB,
263081,RM LM ST,RM,RM,
263337,GK,GK,SUB,
262057,RW RM LW,RW,SUB,
246954,ST CAM,ST,CAM,
257194,CAM LW,CAM,SUB,
257962,LB,CB,SUB,
228267,CB RB,CB,RES,
239019,GK,GK,GK,
257707,CM,CAM,SUB,
258988,ST,ST,ST,
224322,GK,GK,GK,
262573,CAM,CAM,SUB,
202925,ST CF,ST,ST,
208813,ST LM,CAM,SUB,
240813,RW,RW,SUB,
245165,LB LM,CB,LM,
251054,LW LM ST,LM,SUB,
260014,CM,CM,RES,
262062,CDM CM,CDM,RES,
262831,ST,ST,SUB,
260527,GK,GK,SUB,
251312,LB,LB,LB,
261040,CB,CB,CB,
224936,RWB RB,RWB,SUB,
212392,GK,GK,SUB,
264104,ST,ST,ST,
258983,GK,GK,SUB,
176839,CB,CB,SUB,
52679,GK,GK,GK,
226504,CB,CB,SUB,
240328,LB LM,LB,LB,
264096,CB,CB,RES,
234912,CM CDM,CAM,RES,
241312,ST,ST,SUB,
258976,LB LM CDM,LWB,RES,
262561,GK,GK,RES,
241825,CM,CAM,RES,
216226,CDM,CDM,SUB,
221346,ST LM RM,CAM,ST,
248482,CB LB,CB,RES,
255394,CM,CM,SUB,
213667,CB,CB,CB,
235939,CB LB,CB,SUB,
256931,CB,CB,RES,
203428,CB RB,RWB,CB,
206500,GK,GK,SUB,
258468,LWB LB,LWB,RES,
236197,ST,ST,SUB,
239013,CDM CM,CDM,CM,
239783,ST,ST,ST,
248487,CDM CM,CM,CM,
253607,CDM,CDM,SUB,
242609,LW RM,LW,SUB,
247985,CM CAM,CAM,CM,
250801,RW,RM,SUB,
261452,CB,CB,CB,
264524,LB,LB,RES,
263500,CDM CM,CM,SUB,
246603,GK,GK,RES,
245067,CF ST,CAM,RES,
244811,CB,CB,RES,
254282,CB,CB,CB,
263498,GK,GK,RES,
255305,LM,RM,SUB,
264265,GK,GK,RES,
222279,RM LM RWB,RM,SUB,
257862,GK,GK,GK,
239942,LM,RM,RES,
250949,CAM LM CF,CAM,RES,
227653,GK,GK,RES,
261188,CAM ST,CAM,SUB,
260420,ST,ST,SUB,
255812,GK,GK,SUB,
250948,RW,RM,SUB,
239428,RB RW,RB,RES,
233284,CB,CB,CB,
210244,ST,ST,SUB,
262212,RB CB,CB,RES,
259907,CB RB,CB,CB,
258627,LM RM,RM,SUB,
241475,LW RW,LW,,SUB
246604,ST,ST,SUB,
235597,GK,GK,SUB,
261554,LB CM,LM,SUB,
243021,CM,CAM,RES,
246195,RB CAM,RM,SUB,
253875,RB LB,RB,SUB,
261299,CAM,RM,SUB,
261555,LB,LB,SUB,
264531,LB LM,LB,RES,
258642,CB,CB,RES,
244818,RM LM CM,RM,CM,
240722,GK,GK,RES,
262226,RW LW,LM,SUB,
260433,LM,CAM,SUB,
260177,CB RB,CB,CB,
259153,GK,GK,RES,
252241,GK,GK,RES,
248145,ST LM,ST,RES,
246353,CAM CM LM,CAM,SUB,
230737,ST,ST,ST,
261456,CM CAM,CM,CM,
247376,CB,CB,CB,
244048,LM RM,RM,SUB,
166736,RM CM RWB,RM,SUB,
212816,LB RB,LB,RES,
263760,GK,GK,SUB,
259919,CB,CB,CB,
257871,CM,CAM,RES,
253774,LW LM,CAM,LM,
236487,ST CAM LW,RM,LW,
247237,LB LWB,LB,LB,
241349,CM CDM,CDM,SUB,
215685,LW CM,LW,SUB,
253828,CM RM,CAM,RM,
240772,LM,LM,SUB,
140420,GK,GK,GK,
264324,CAM,CAM,SUB,
261251,ST,ST,RES,
254851,CDM CM,CM,CDM,
252547,LB RB,LB,LB,
237699,ST,RM,SUB,
208771,CB CM,CM,CB,
262787,LW,RM,SUB,
259970,CM,CAM,SUB,
247426,RM CAM,CAM,RES,
264066,CB,CB,SUB,
258945,CB,CB,RES,
237185,CM,CAM,CM,
255360,CAM LW ST,CAM,,SUB
251264,CB,CB,SUB,
263296,ST,ST,SUB,
260735,GK,GK,SUB,
258687,CB,CB,SUB,
246399,ST,ST,SUB,
200319,LB,LB,LB,
263551,CB LB,CB,RES,
260990,CM,CAM,RES,
186494,GK,GK,GK,
254084,CM,CAM,CM,
261765,CM CDM,CAM,CM,
248445,CB,CB,RES,
263046,ST CF,ST,RES,
262287,LB,LB,LB,
255374,CDM CM,RWB,CDM,
252302,LB,LB,RES,
235918,CB,CB,RES,
231310,RB LB,RB,SUB,
252301,RWB RB,RWB,SUB,
237965,RB RM,RB,RB,
229005,CB,CB,CB,
264589,CB,CB,RES,
240524,ST,ST,SUB,
262284,CDM,CDM,CDM,
260235,CDM,CDM,SUB,
192651,CB CDM CM,CB,SUB,
262283,CAM LW CF,CAM,RES,
238473,CDM CB,CB,RES,
262793,LB,LWB,SUB,
258184,CDM CM,RM,CM,
219272,CM CDM CAM,CDM,SUB,
205704,RWB RB CB,RWB,RES,
201864,GK,GK,SUB,
232583,RB,RB,SUB,
250758,LB,LB,SUB,
231046,GK,GK,RES,
152454,LM CAM,LM,CDM,
213894,RB CB,RB,RB,
239998,CB,CB,CB,
244093,CAM LM LW,RM,LF,
223941,LB LWB,LB,LB,
263355,ST,ST,RES,
253627,GK,GK,SUB,
261563,RM RB RW,RM,RW,
238780,CB,CB,SUB,
247740,RM CAM,RM,SUB,
254396,GK,GK,GK,
231615,RB,RM,RB,
244671,CAM CM LM,CAM,RES,
191679,CB ST,CB,RES,
258751,LB CB,LB,RES,
264128,CDM,CDM,RES,
259264,ST,ST,SUB,
244929,ST,ST,SUB,
253121,RW RM ST,RW,ST,
192961,GK,GK,SUB,
264642,CAM RM LM,RM,RES,
237506,CM CAM,CAM,SUB,
239042,CDM CM CAM,CAM,CDM,
242370,LM,LM,RES,
252098,CM LM RM,CM,CDM,
253123,CM,CAM,SUB,
261571,RB RM,RB,CM,
264132,LB,LB,RES,
247748,RW,RM,SUB,
256196,CB,CB,RES,
259780,GK,GK,SUB,
225467,CM CB,CDM,RES,
257722,LWB LB CB,LB,LWB,
241277,ST,ST,SUB,
256442,CM,CAM,SUB,
170877,GK,GK,SUB,
226429,RM CAM,CAM,RM,
263604,RW,RW,SUB,
225716,LWB LW,LWB,SUB,
191924,GK,GK,SUB,
264629,ST,ST,SUB,
203189,LB,LB,SUB,
246709,CB,CB,SUB,
245174,ST LW,ST,ST,
246454,CB LB,CB,SUB,
247734,CDM CB CM,CDM,CM,
251574,RB,CAM,RES,
251830,RB CB,RB,RES,
254646,CB RB LB,CB,CB,
258230,LB CB,LWB,SUB,
227767,CB LB,CDM,CB,
241335,CM CDM,CM,SUB,
252599,RWB CDM,CAM,SUB,
259255,GK,GK,SUB,
212664,ST,ST,SUB,
246456,RB,RWB,SUB,
255160,RM RW,LM,SUB,
232633,GK,GK,RES,
254905,LW RW ST,LW,SUB,
222394,ST,ST,SUB,
262467,LB LM,LB,SUB,
257819,CB,CB,SUB,
261483,LM,LM,LM,
260255,RM ST RB,RM,SUB,
239221,CB RB,CB,RES,
236662,CDM CM CB,CAM,SUB,
253814,CDM,CDM,SUB,
254838,ST,ST,SUB,
258934,ST RM,ST,RES,
243831,ST,ST,SUB,
261495,CB,CB,RES,
239480,LB LWB LM,LB,SUB,
244600,CAM,CAM,RES,
260216,RM LM RB,RM,RES,
260728,ST,ST,SUB,
231033,LB LWB,LB,SUB,
242809,RW ST,RM,SUB,
247673,RB CB,CB,SUB,
256889,CB RB,CB,SUB,
259193,CDM,CDM,SUB,
240506,CAM CM,CAM,SUB,
259194,CB CDM RB,CB,SUB,
262268,CB,CB,RES,
245628,CB,CB,RES,
252796,ST RW,ST,SUB,
206142,CM,CB,CM,
229184,CDM CB RB,CB,CDM,
248384,CDM LM,CM,RES,
228767,LW,CAM,RES,
256832,CAM LM CM,CAM,SUB,
258880,RB CB,RB,RB,
229185,CB RB CDM,CB,SUB,
251201,CM,CAM,RES,
242804,GK,GK,RES,
262772,LM,LM,RES,
260723,ST CAM,ST,RES,
247405,CB,CB,SUB,
255081,CDM CM,RB,SUB,
192361,ST,ST,SUB,
234858,GK,GK,SUB,
242282,RWB RB,RWB,SUB,
259178,LW,LM,RES,
261482,CM RM,CM,RM,
246123,ST,ST,RW,
254315,CDM CM CB,CDM,RES,
255339,LM LW,CAM,SUB,
199021,CAM LM,CAM,SUB,
134765,CM LM,CAM,SUB,
221293,ST,ST,SUB,
230765,GK,GK,SUB,
262254,GK,GK,SUB,
243827,CB RB,CB,SUB,
242286,ST,ST,RW,
260206,CB,CDM,CB,
262511,ST,ST,RES,
263279,RM,RM,RM,
256367,CB,CB,SUB,
259695,GK,GK,GK,
264048,GK,GK,SUB,
232816,GK,GK,RES,
243056,LB LWB,LB,SUB,
252016,RB RM,RB,SUB,
247409,CB RB,CB,SUB,
242034,LM,CAM,SUB,
193906,CB,CB,SUB,
263234,GK,GK,RES,
251772,GK,GK,SUB,
262548,LM,LM,LM,
223894,ST,ST,SUB,
187797,CB,CB,SUB,
251285,GK,GK,GK,
264085,CB,CB,SUB,
255636,CAM CM,CAM,RES,
251028,CAM RM,LM,SUB,
247444,CDM CM,CDM,CM,
237204,RM LM CAM,LM,SUB,
211604,GK,GK,GK,
262804,CDM CM,RWB,RES,
257171,RW,ST,RES,
251539,CB CDM,CB,CDM,
243603,RWB,RWB,RWB,
169619,CB,CB,CB,
220819,LB LM,LB,LB,
219795,GK,GK,GK,
263571,RB RM LM,RM,RES,
263059,CAM CM,CAM,RES,
245906,CB,CB,RES,
240786,LB,LB,LB,
263570,CB CDM,CB,RES,
261265,ST,ST,SUB,
243345,CB CDM,CB,SUB,
246121,CM,CAM,RES,
237201,GK,GK,RES,
236689,CM CDM RM,CAM,SUB,
253840,GK,GK,SUB,
241552,LM RM LB,RM,RES,
258447,CB,CB,RES,
246671,GK,GK,RES,
240489,GK,GK,GK,
263574,CAM CM,CAM,RES,
263319,RM RB,RWB,SUB,
241818,RM ST,RM,RWB,
245150,CAM,ST,SUB,
248477,CDM RB CB,CDM,CB,
241053,ST,ST,SUB,
227997,ST,ST,ST,
259176,RB LM RM,RM,SUB,
263016,ST,ST,SUB,
222621,GK,GK,RES,
264349,CAM,CAM,RES,
260252,CM CAM,CAM,RES,
231580,CAM RM,CAM,RW,
252059,CDM,CDM,SUB,
238491,ST,ST,SUB,
263323,LB,LB,RES,
211095,ST,ST,SUB,
243866,RB CDM,RWB,SUB,
195481,ST,ST,ST,
241048,ST RW,ST,CAM,
229783,GK,GK,RES,
247447,CAM ST CM,CAM,SUB,
264088,GK,GK,SUB,
225432,GK,GK,SUB,
237208,CM CAM,CM,CM,
241817,ST,ST,RES,
263311,LB,LB,RES,
258456,LM CAM,CAM,RES,
207513,CM,RM,CM,
220057,CB,CB,SUB,
241891,CB,CB,CB,
236771,ST,ST,SUB,
225251,LM LWB,LM,SUB,
248547,RM LM,CAM,LM,
252386,ST,ST,RES,
222179,CB RB,CB,SUB,
263908,LB,LB,SUB,
248803,CM CDM,CM,SUB,
251107,CAM LM,CAM,CAM,
259299,CB,CB,SUB,
258529,RB,RB,RES,
264420,CM,CAM,RES,
243428,CB,CB,SUB,
242149,RB RW,RM,SUB,
264418,CDM CM,CDM,RES,
263647,CB,CB,SUB,
252897,RB,RWB,RB,
245729,CB,CB,SUB,
222177,GK,GK,SUB,
263393,CDM,CDM,RES,
260320,LB CB LM,LWB,RES,
243168,LB LM,LB,LWB,
240608,CB,CB,CB,
233440,RM,RM,RES,
240863,CM CDM,CM,SUB,
264416,RW RB,RM,RES,
257247,CM CDM,RM,RES,
233446,LM RM CM,LM,SUB,
253919,ST,ST,RES,
228061,ST RW,RW,SUB,
242917,ST RM,ST,RES,
261616,CAM LM,CAM,SUB,
246246,GK,GK,SUB,
252006,CB,CB,SUB,
247908,RB LB CDM,RB,SUB,
259172,CB,CB,RES,
261220,CB RB,CB,SUB,
221285,RM ST,RM,SUB,
236901,CM,CAM,SUB,
243045,CB LB,CB,CB,
210790,RB,RB,SUB,
221798,GK,GK,GK,
243302,ST LW,ST,SUB,
256358,CDM CM,CDM,RES,
257254,ST RM,ST,RES,
257638,GK,GK,RES,
260454,RW,RM,SUB,
210791,GK,GK,SUB,
243047,ST,ST,SUB,
252007,RB,RB,SUB,
191336,GK,GK,RES,
244073,GK,GK,SUB,
260969,GK,GK,RES,
263018,CB,CB,RES,
239460,CM LM,CM,SUB,
171620,CM,CM,SUB,
264548,LB LM,LWB,RES,
251235,ST,ST,SUB,
260959,CAM,LM,SUB,
258911,ST,ST,SUB,
204383,CAM LM CM,CAM,LM,
264031,CM CAM,CM,RES,
259424,ST,ST,RES,
262241,LB RB LM,LWB,SUB,
158305,CB,CB,SUB,
254817,LM CF,LM,CM,
260449,RB,RB,SUB,
228194,LB LM,LB,LB,
244066,GK,GK,SUB,
244322,LW LM,LM,SUB,
255074,CAM CM RM,CAM,RES,
256610,RM CF,ST,RES,
260450,RB,RB,RES,
260706,RM LM,RM,RES,
228195,RM RB,RM,RM,
239203,GK,GK,SUB,
244835,LB LM,LM,SUB,
263275,CM,CM,RES,
258667,LB LWB LM,LB,RES,
263021,CB,CB,CB,
183533,GK,GK,SUB,
247277,ST RM,ST,SUB,
238061,CM,CAM,CM,
264173,ST RW LW,ST,RES,
256236,RB RM,RB,SUB,
254700,CAM CM CF,CAM,ST,
251372,CAM CM,RM,SUB,
264172,RB CB,RB,RES,
257259,CM,CAM,CM,
260586,CB,CB,RES,
245994,CM CAM,CM,RES,
262634,CB CDM,CB,SUB,
251369,GK,GK,SUB,
245481,RB,RB,RB,
228073,ST,ST,ST,
261096,RM,CAM,RES,
257511,CM,CAM,SUB,
238567,CM CAM,CB,SUB,
224231,CAM CM ST,CAM,CM,
223719,RM RB,RM,RES,
247533,LB,LB,SUB,
255981,GK,GK,SUB,
255853,LW,LW,SUB,
264351,GK,GK,RES,
241263,RM LM,RM,CM,
260975,RB RM,RB,LB,
262768,RWB CB,CB,SUB,
215408,GK,GK,SUB,
244592,RM ST,ST,RES,
264561,LB,LB,RES,
254321,CAM RM RW,RM,SUB,
244082,ST LM CAM,ST,SUB,
248178,LM RM,LM,RM,
255898,CDM,CDM,SUB,
262811,CB,CB,CB,
258715,RM LM,ST,RES,
258972,CB,CB,SUB,
256669,ST,ST,SUB,
261277,RB LB,RB,RB,
264094,CM RW LW,CAM,RES,
222190,CDM CM,CB,CM,
263150,CDM,CB,RES,
262382,CM,CM,SUB,
260254,CB,CB,SUB,
260778,CAM ST,RM,RES,
205727,GK,GK,SUB,
231421,GK,GK,RES,
257244,CM,CAM,RES,
261470,ST,ST,SUB,
257630,CAM,CAM,RES,
255998,CB,CB,SUB,
238846,RW,LM,LW,
263678,RWB RB,RWB,RES,
263166,ST,ST,ST,
251645,ST,ST,RES,
245501,ST LW,ST,SUB,
264189,RB,RB,RES,
257017,LW RW CM,CAM,SUB,
263421,CAM RW,CAM,ST,
261884,CB CDM,CB,RES,
259324,CAM,RM,RES,
255484,CB LB,CB,SUB,
263932,LW RW CAM,RM,SUB,
261883,LW ST,ST,RES,
258042,CB,CB,SUB,
239354,GK,GK,SUB,
231674,LB CB,LB,CB,
264157,RM CM,LM,RES,
263008,CM CDM,CAM,RES,
234099,LM,CAM,CAM,
259327,ST,ST,SUB,
209169,CB LB,CB,CB,
211217,CB CM,CDM,CB,
245521,RB,RB,RB,
253969,CB LB,CB,RES,
263442,CB CDM,CB,RES,
236818,CM,CAM,SUB,
237842,CM,RM,SUB,
254482,ST,ST,RES,
257042,CM,CM,SUB,
263955,RW,CAM,SUB,
264467,ST,ST,RES,
251411,CAM RM,CAM,CM,
255507,ST LW,ST,SUB,
257811,CDM,CDM,SUB,
245780,CDM,CDM,RES,
257790,LWB LB,LWB,RES,
263935,CM,CAM,RES,
247295,GK,GK,RES,
254207,LM RW,RM,SUB,
258041,ST,ST,RES,
255737,RWB RB CB,CB,RWB,
257807,RB LB,RB,SUB,
261614,RM,CAM,RES,
262641,ST,ST,RES,
